entry_id,effect_id,fred_id,ref_o,doi_o,study_o,ref_r,doi_r,url_r,study_r,discipline,tags,description,claim_text_o,claim_page_o,n_o,es_value_o,es_type_o,es_repr_o,pval_value_o,pval_type_o,pval_tails_o,nested_o,prereg_o,n_r,es_value_r,es_type_r,es_repr_r,pval_value_r,pval_type_r,pval_tails_r,nested_r,prereg_r,r_o,r_r
249,1,Camereretal2018_8_1,"Hauser, O. P., Rand, D. G., Peysakhovich, A., & Nowak, M. A. (2014). Cooperating with the future. Nature, 511(7508), 220-223.",10.1038/nature13530,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/2mtr3 ,8.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",Intergenerational Goods Game,"In 20 IGGs using d = 0.8 and T 5 50%, with an applied the voting rule, we found a dramatic increase in sustainability (Fig. 2b): all 20 common pools were sustained across all generations (unregulated versus voting: linear probability model (LPM) predicting pool sustainability at the generation level, P < 0.001)",p. 1,40.0,0.8,beta,p. S9,0.001,l (<),NA (not reported),no,,22.0,0.832,r,p. 54,0.001,l (<),2 (two),no,https://osf.io/kgwf6,,0.832
250,1,Camereretal2018_15_1,"Nishi, A., Shirado, H., Rand, D. G., & Christakis, N. A. (2015). Inequality and visibility of wealth in experimental social networks. Nature, 526(7573), 426-429.",10.1038/nature15392,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/67mzc,15.0,Social Psychology,"social networks, inequality, wealth generation",Inequality and visibility of wealth in experimental social networks,"In the high initial inequality condition, making neighbours’ wealth visible results in significantly higher levels of inequality compared to when neighbours’ wealth is invisible (difference in final round Gini = 0.104, P = 0.004).",p. 2,200.0,0.104,beta,p. S18,0.004,e (=),NA (not reported),yes,,480.0,0.116,r,p. 54,0.011,e (=),2 (two),yes,https://osf.io/r3dt9,,0.116
251,1,Camereretal2018_13_1,"Lee, S. W., & Schwarz, N. (2010). Washing away postdecisional dissonance. Science, 328(5979), 709-709.",10.1126/science.1186799,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/jubxw,13.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",postdecisional dissonance,"Hand washing significantly reduced the need to justify one’s choice by increasing the perceived difference between alternatives [F(1, 38) = 6.74, P = 0.01, for the interaction of time and hand-washing 
manipulation].",p. 709,40.0,0.8705228793740944,d,(2.05-1)/SQRT(((20-1)*0.96^2+(20-1)*1.41^2)/(20+20-2))),0.01,e (=),1 (one),no,,286.0,-0.046,r,p. 55,0.436,e (=),1 (one),no,https://osf.io/efzv3,0.399095323,-0.046
252,1,Camereretal2018_1_1,"Ackerman, J. M., Nocera, C. C., & Bargh, J. A. (2010). Incidental haptic sensations influence social judgments and decisions. Science, 328(5986), 1712-1715.",10.1126/science.1189993,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/9hn4c,1.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",Incidental Haptic Sensations Influence Social Judgments and Decisions,"Clipboard weight (heavy or light) nonconsciously influenced impressions and decisions formed about unrelated people - specifically for ratings of job candidates (scale = 1 to 7), where higher numbers indicate stronger
evaluations. F(1, 52) = 4.08, p = 0.049.",p.1712 - 1713,54.0,0.5414312553775226,d,=(5.8-5.38)/SQRT(((26-1)*0.76^2+(28-1)*0.79^2)/(26+28-2))),0.049,e (=),1 (one),no,,599.0,0.063,r,p. 55,0.125,e (=),2 (two),no,https://osf.io/bstxp/,0.261309622,0.063
253,1,Camereretal2018_12_1,"Kovács, Á. M., Téglás, E., & Endress, A. D. (2010). The social sense: Susceptibility to others’ beliefs in human infants and adults. Science, 330(6012), 1830-1834.",10.1126/science.1190792,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/jnq7e,12.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",susceptibility to others’ beliefs in human infants and adults,"Participants computed the agent’s belief and that this belief influenced their behavior even though it was inconsistent with their own belief. This is shown when participants were faster than in the baseline condition when only the agent believed the ball to be behind the occluder [t(23) = 2.42, P = 0.02].",p. 1832,24.0,t(23) = 2.42,test statistic,p. 1832,0.02,e (=),NA (not reported),no,,95.0,0.586204,r,p. 54,3.497E-10,e (=),2 (two),no,https://osf.io/zpyj3,0.450499477,0.586204
254,1,Camereretal2018_16_1,"Pyc, M. A., & Rawson, K. A. (2010). Why testing improves memory: Mediator effectiveness hypothesis. Science, 330(6002), 335-335.",10.1126/science.1191465,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/zj5n3,16.0,Cognitive Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",testing improves memory,"Confirming the prediction of increased mediator retrieval, recall of mediators at final test in the CMR group was greater after test-restudy versus restudy practice (51% versus 34%).",p. 335,36.0,t(34) = 2.37,test statistic,"p. 50 (of Camerer SMs, Supplementary Table 1), and p.1 of post-data collection report",0.02,e (=),2 (two),no,,306.0,0.15,r,p. 55,0.009,e (=),2 (two),no,https://osf.io/6h5af,0.376537384,0.15
255,1,Camereretal2018_10_1,"Karpicke, J. D., & Blunt, J. R. (2011). Retrieval practice produces more learning than elaborative studying with concept mapping. Science, 331(6018), 772-775.",10.1126/science.1199327,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/mgjxv,10.0,Cognitive Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",Retrieval practice produces more learning than elaborative studying with concept mapping,"On the final test 1 week later, collapsed across question type (verbatim and inference), the advantage of retrieval practice (M = 0.67) over elaborative studying with concept mapping (M = 0.45) represented about a 50% improvement in long-term retention scores [ F(1,38) = 21.63 ]",p. 773,40.0,1.5,d,p. S4,0.05,l (<),1 (one),no,,49.0,0.384,r,p. 54,0.006,e (=),2 (two),no,https://osf.io/3cgxv,0.6,0.384
256,1,Camereretal2018_17_1,"Ramirez, G., & Beilock, S. L. (2011). Writing about testing worries boosts exam performance in the classroom. science, 331(6014), 211-213.",10.1126/science.1199427,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/j8pbk,17.0,Education,"Social Science Replication Project, Science, Nature, Human Behavior",Writing about testing worries boosts exam performance in the classroom,"Control participants showed an accuracy drop from pretest to posttest, whereas students who expressed their thoughts before the high-pressure test (expressive writing group) showed a significant  math accuracy improvement from the pretest to posttest. 
For participants who received the high-pressure scenario, a significant writing group x test interaction obtained [F(1,18)=30.53, P<.01]. ( p. S11)",p. 212,20.0,"F(1,18)=30.53",test statistic,p. S11,0.01,l (<),1 (one),no,,79.0,-0.098,r,p. 55,0.394,e (=),2 (two),no,https://osf.io/jqaac,0.793155347,-0.098
257,1,Camereretal2018_3_1,"Balafoutas, L., & Sutter, M. (2012). Affirmative action policies promote women and do not harm efficiency in the laboratory. Science, 335(6068), 579-582.",10.1126/science.1211180,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/drvhe,3.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",Affirmative action policies promote women and do not harm effciency,"Comparisons to the control treatment CTR reveal that the frequency of competing women is significantly higher in PT1 [chi-squared(1) = 5.62, P = 0.018] 
(where preferential treatment 1 (PT1) means each woman’s performance is automatically increased by one unit (i.e., one correct calculation))",p. 580,72.0,0.315376592305525,OR,=(0.306/(1-0.306))/(0.583/(1-0.583)),0.018,e (=),1 (one),no,,243.0,0.146,r,p. 54,0.022,e (=),2 (two),no,https://osf.io/t64fw,0.303144466,0.146
258,1,Camereretal2018_5_1,"Duncan, K., Sadanand, A., & Davachi, L. (2012). Memory’s penumbra: episodic memory decisions induce lingering mnemonic biases. Science, 337(6093), 485-487.",10.1126/science.1221936,1b,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/s48ht  ,5.0,Cognitive Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",episodic memory decisions induce lingering mnemonic biases,"Similar object trials were more accurately identified as being similar when they were preceded by new object trials than when they were preceded by old ones [ t(14) = 3.41, P < 0.005].",p. 486,15.0,1.301,OR,=(0.677/(1-0.677))/(0.617/(1-0.617)),0.005,l (<),NA (not reported),yes,,92.0,0.436,r,p. 55,0.001,l (<),2 (two),yes,https://osf.io/kmqtq,0.072346391,0.436
259,1,Camereretal2018_19_1,"Shah, A. K., Mullainathan, S., & Shafir, E. (2012). Some consequences of having too little. Science, 338(6107), 682-685.",10.1126/science.1222426,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/5uw3j,19.0,Judgment and Decision Making,"Social Science Replication Project, Science, Nature, Human Behavior",scarcity changes how people allocate attention,"Poor participants performedworse  than did rich participants  in the attention task (Dots-Mixed Task). 
The poor engage more deeply and could be more fatigued despite spending less time on the WHeel of Fortune task. 
[F(1, 54) = 4.16, P < 0.05]",p. 683,56.0,0.07,etasq (partial),p. 683,0.05,l (<),NA (not reported),no,,619.0,-0.015,r,p. 55,0.71,e (=),2 (two),no,https://osf.io/qb4f4,,-0.015
260,1,Camereretal2018_11_1,"Kidd, D. C., & Castano, E. (2013). Reading literary fiction improves theory of mind. Science, 342(6156), 377-380.",10.1126/science.1239918,1.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/s73x6,11.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",Reading literary fiction improves theory of mind,"Theory of Mind task scores were higher in the literary fiction than nonfiction condition [F1,82 = 6.40, p =0.01]",p. 378,86.0,"F(1, 82) = 6.40",test statistic,p. 378,0.01,e (=),NA (not reported),no,,714.0,-0.027,r,p. 55,0.468,e (=),2 (two),no,https://osf.io/bmnca,0.269069118,-0.027
261,1,Camereretal2018_21_1,"Wilson, T. D., Reinhard, D. A., Westgate, E. C., Gilbert, D. T., Ellerbeck, N., Hahn, C., ... & Shaked, A. (2014). Just think: The challenges of the disengaged mind. Science, 345(6192), 75-77.",10.1126/science.1250830,8.0,"Camerer, C. F., Dreber, A., Holzmeister, F., Ho, T. H., Huber, J., Johannesson, M., ... & Wu, H. (2018). Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015. Nature human behaviour, 2(9), 637-644.",10.1038/s41562-018-0399-z,https://osf.io/qwked,21.0,Social Psychology,"Social Science Replication Project, Science, Nature, Human Behavior",participants typically do not enjoy spending 6 to 15 minutes in a room by themselves with nothing to do but think,"Participants enjoyed the external activities much more than just thinking [t(28) = 4.83, P < 0.001].",p. 76,30.0,-1.7676742663162734,d,=(3.2-6.87)/SQRT(((15-1)*2.23^2+(15-1)*1.91^2)/(15+15-2))),0.001,l (<),NA (not reported),no,,39.0,0.594,r,p. 54,0.001,l (<),2 (two),no,https://osf.io/27cuc,0.662246684,0.594
262,1,Manylabs2_01_1,"Inbar, Y., Pizarro, D. A., Knobe, J., & Bloom, P. (2009). Disgust sensitivity predicts intuitive disapproval of gays. Emotion, 9(3), 435–439. https://doi.org/10.1037/a0015960",10.1037/a0015960,1.0,"Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490.",10.1177/2515245918810225,,1.0,Social Psychology,"disgust, disgust sensitivity, moral judgment, homosexuality",disgust sensitivity is associated with stronger judgments of intentionality,"In the gay kissing condition, disgust sensitivity was associated with stronger judgments of intentionality, β =  .79, t(19) = 4.49, p <  .001, while in the control condition, disgust sensitivity did not predict intentionality judgments,  β = .20, t(19) =  - .88, ns. We find that disgust sensitivity predicts implicit moral responses to male-male sexual contact—as measured through intentionality judgments.",p. 437,44.0,0.7,q,from replication report - diff in correlations was not formally tested,0.003,e (=),NA (not reported),no,,7117.0,0.05,q,p. 457,0.02,e (=),NA (not reported),no,https://osf.io/ejcfw,,
